AccType,ClientId,BeginDate,EndDate,BeginQ,EndQ,PD,LGD,"Interest rate",Status,Random,"Default function"
L,2663,29,109,4900,5044.36,0.17,0.1,0.0928,Active,0.91,1.07862741470153
L,2664,29,49,7300,7410.89,0.19,0.5,0.1914,Active,0.99,1.19715710168068
L,2665,29,49,1900,1909.59,0.01,0.3,0.0636,Active,0.78,0.787839130325651
L,2666,29,99,4600,4681.27,0.01,0.3,0.0636,Active,0.54,0.545427090225451
L,2667,29,79,3400,3495.52,0.11,0.6,0.1416,Active,0.24,0.267906736910129
L,2668,29,89,2400,2462.11,0.08,0.5,0.1087,Active,0.76,0.823298171432969
L,2669,29,79,8400,8646,0.16,0.4,0.1476,Active,1,1.17351087099181
L,2670,29,139,1700,1805.08,0.11,0.6,0.1416,Active,0.97,1.08278972834511
L,2671,29,99,7400,7651.19,0.1,0.5,0.1222,Active,0.85,0.939395280364301
L,2672,29,129,5400,5564.14,0.06,0.2,0.0766,Active,0.38,0.403497887687237
L,2673,29,109,4100,4263.09,0.09,0.6,0.1253,Active,0.51,0.558028884689657
L,2674,29,139,3800,4094.09,0.12,0.8,0.1773,Active,0.52,0.586298362821275
L,2675,29,79,800,812.27,0.03,0.5,0.0773,Active,0.31,0.31944090552559
L,2676,29,79,1400,1434.81,0.09,0.6,0.1253,Active,0.79,0.864397684127116
L,2677,29,69,2200,2229.4,0.05,0.4,0.0842,Active,0.2,0.210254219275205
L,2678,29,179,10000,10569.05,0.09,0.3,0.0956,Active,0.13,0.142242656881677
L,2679,29,109,300,310.84,0.13,0.3,0.1138,Active,0.25,0.284707095831155
L,2680,29,49,7000,7071.44,0.16,0.3,0.1286,Active,0.52,0.610225652915741
L,2681,29,109,3400,3588.57,0.17,0.5,0.1747,Active,0.61,0.723035959305423
L,2682,29,129,9400,9964,0.14,0.5,0.1512,Active,0.18,0.207049283794301
L,2683,29,119,100,103.65,0.14,0.2,0.1023,Active,0.71,0.816694397188631
L,2684,29,79,9300,9452.42,0.08,0.2,0.0826,Active,0.84,0.909961136846965
L,2685,29,89,7600,7778.96,0.13,0.2,0.0989,Active,0.27,0.307483663497648
L,2686,29,159,2200,2324.27,0.16,0.2,0.1095,Active,0.13,0.152556413228935
L,2687,29,139,1900,2051.69,0.18,0.5,0.1829,Active,0.79,0.94580171686623
L,2688,29,169,1000,1043.83,0.05,0.3,0.0789,Active,0.47,0.494097415296731
L,2689,29,49,3200,3225.4,0.2,0.1,0.1,Active,0.99,1.20918873057857
L,2690,29,179,9300,9947.12,0.11,0.4,0.1169,Active,0.01,0.0111627807045887
L,2691,29,119,2600,2688.86,0.06,0.5,0.0957,Active,0.28,0.297314233032701
L,2692,29,89,3900,3982.55,0.1,0.2,0.0889,Active,0.52,0.574688877399337
L,2693,29,99,9000,9337.25,0.14,0.4,0.1349,Active,0.39,0.448606781554319
L,2694,29,169,7300,7928.21,0.09,0.9,0.1549,Active,0.8,0.875339426964168
L,2695,29,69,2300,2382.8,0.18,0.7,0.2268,Active,0.65,0.778191286029177
L,2696,29,119,9500,10178.57,0.2,0.5,0.2,Active,0.08,0.0977122206528136
L,2697,29,79,7000,7124.17,0.06,0.4,0.0894,Active,0.8,0.849469237236288
L,2698,29,109,1100,1169.84,0.2,0.5,0.2,Active,0.04,0.0488561103264068
L,2699,29,169,2300,2474.29,0.12,0.5,0.1364,Active,0.87,0.980922260874057
L,2700,29,59,9300,9485.34,0.14,0.6,0.1674,Active,0.75,0.862705349142921
L,2701,29,149,5700,6001.56,0.1,0.4,0.1111,Active,0.02,0.022103418361513
L,2702,29,49,9200,9249.43,0.01,0.7,0.0677,Active,0.85,0.858542642021543
L,2703,29,149,8100,8452.16,0.08,0.3,0.0913,Active,0.99,1.07245419699821
L,2704,29,89,8900,9075.03,0.08,0.2,0.0826,Active,0.63,0.682470852635224
L,2705,29,149,800,855.28,0.09,0.8,0.1451,Active,0.97,1.06134905519405
L,2706,29,179,4600,4952.12,0.16,0.3,0.1286,Active,0.42,0.49287456581656
L,2707,29,169,4700,4961.11,0.1,0.3,0.1,Active,0.76,0.839929897737492
L,2708,29,69,8400,8748.93,0.19,0.8,0.2617,Active,0.89,1.07623214191495
L,2709,29,89,4200,4275,0.04,0.3,0.075,Active,0.39,0.405916201935031
L,2710,29,159,4800,4955.01,0.01,0.2,0.0626,Active,0.45,0.454522575187876
L,2711,29,89,4700,4840.22,0.09,0.6,0.1253,Active,0.88,0.962873369660585
L,2712,29,79,100,101.47,0.03,0.4,0.0742,Active,0.78,0.803754536483743
L,2713,29,149,5600,6146.4,0.18,0.6,0.2049,Active,0.09,0.107749562680963
L,2714,29,119,3700,3815.62,0.04,0.6,0.0875,Active,0.28,0.291427016773869
L,2715,29,179,4700,4996.27,0.15,0.2,0.1059,Active,0.39,0.45311535466403
L,2716,29,159,7100,7814.96,0.17,0.6,0.1952,Active,0.1,0.118530485132037
L,2717,29,149,4700,5243.63,0.16,0.9,0.2429,Active,0.84,0.985749131633121
L,2718,29,59,3800,3841.3,0.08,0.3,0.0913,Active,0.97,1.05078845564471
L,2719,29,169,2900,3053.86,0.12,0.2,0.0955,Active,0.33,0.372073961021194
L,2720,29,149,8400,8977.6,0.19,0.3,0.1444,Active,0.84,1.01576966203209
L,2721,29,69,8900,9011.89,0.04,0.4,0.0792,Active,0.49,0.50999727935427
L,2722,29,89,9800,9952.37,0.02,0.2,0.0653,Active,0.34,0.346868455609097
L,2723,29,129,1700,1767.46,0.05,0.7,0.1,Active,0.62,0.651788079753135
L,2724,29,179,2500,2719.64,0.16,0.4,0.1476,Active,0.74,0.86839804453394
L,2725,29,109,6100,6268.67,0.07,0.3,0.0871,Active,0.29,0.311027372563723
L,2726,29,149,2200,2400.51,0.19,0.5,0.1914,Active,0.51,0.616717294805198
L,2727,29,139,3500,3783.71,0.16,0.6,0.1857,Active,1,1.17351087099181
L,2728,29,129,7900,8174.31,0.04,0.6,0.0875,Active,0.53,0.551629710321966
L,2729,29,179,2000,2106.55,0.05,0.5,0.0895,Active,0.08,0.0841016877100819
L,2730,29,139,8400,8714.23,0.09,0.2,0.0857,Active,1,1.09417428370521
L,2749,30,60,3400,3437.12,0.04,0.7,0.0917,Active,0.63,0.655710787741205
L,2750,30,50,6200,6279.22,0.18,0.4,0.161,Active,0.73,0.873968675078921
L,2751,30,150,1500,1642.86,0.2,0.5,0.2,Active,0.31,0.378634855029653
L,2752,30,70,6400,6537.04,0.14,0.4,0.1349,Active,0.62,0.713169755291481
L,2753,30,90,6400,6512,0.02,0.6,0.0735,Active,0.9,0.91818120602408
L,2754,30,80,4200,4261.83,0.03,0.4,0.0742,Active,0.95,0.978931807255841
L,2755,30,50,2300,2336.51,0.2,0.5,0.2,Active,0.81,0.989336234109738
L,2756,30,180,1200,1288.21,0.15,0.3,0.1235,Active,0.98,1.13859755787372
L,2757,30,180,4600,4771.4,0.01,0.2,0.0626,Active,0.97,0.979748662071643
L,2758,30,80,3100,3138.5,0.01,0.2,0.0626,Active,0.08,0.0808040133667334
L,2759,30,180,8300,9365.66,0.17,0.7,0.2157,Active,0.24,0.284473164316888
L,2760,30,110,9800,10164.31,0.18,0.2,0.1171,Active,0.93,1.11341214770328
L,2761,30,90,8900,9217.86,0.12,0.6,0.15,Active,0.84,0.947097355326676
L,2762,30,150,9500,9916.64,0.11,0.2,0.0921,Active,0.52,0.580464596638613
L,2763,30,100,5700,5903.62,0.16,0.3,0.1286,Active,0.92,1.07963000131247
L,2764,30,170,7300,7898.6,0.16,0.4,0.1476,Active,0.94,1.1031002187323
L,2765,30,120,4000,4113.71,0.07,0.2,0.0796,Active,0.84,0.900906872253542
L,2766,30,100,6700,6846.84,0.05,0.3,0.0789,Active,0.07,0.0735889767463217
L,2767,30,60,1100,1116.85,0.13,0.4,0.1287,Active,0.61,0.694685313828019
L,2768,30,100,7000,7411.83,0.15,0.8,0.2118,Active,0.82,0.952704079037192
L,2769,30,100,5400,5625,0.12,0.6,0.15,Active,0.81,0.913272449779294
L,2770,30,160,7100,7964.76,0.17,0.8,0.2361,Active,0.11,0.13038353364524
L,2771,30,140,7600,7814.31,0.01,0.4,0.0646,Active,0.5,0.505025083542084
L,2772,30,60,2100,2134.75,0.18,0.3,0.139,Active,0.84,1.00566258502232
L,2773,30,150,2400,2504.8,0.04,0.7,0.0917,Active,0.02,0.0208162154838478
L,2774,30,170,2100,2316.65,0.16,0.6,0.1857,Active,0.53,0.621960761625659
L,2775,30,60,8000,8134.48,0.15,0.4,0.1412,Active,0.48,0.557680436509576
L,2776,30,50,4500,4550.43,0.15,0.4,0.1412,Active,0.18,0.209130163691091
L,2777,30,130,9300,9945.83,0.2,0.4,0.175,Active,0.04,0.0488561103264068
L,2778,30,80,7600,7742.8,0.05,0.6,0.0947,Active,0.44,0.462559282405451
L,2779,30,160,2200,2390.55,0.19,0.4,0.1679,Active,0.79,0.955307182149229
L,2780,30,150,5700,5937.5,0.04,0.6,0.0875,Active,0.97,1.00958645096662
L,2781,30,150,2700,2857.76,0.12,0.4,0.1227,Active,0.96,1.0823969775162
L,2782,30,180,300,311.18,0.01,0.2,0.0626,Active,0.71,0.717135618629759
L,2783,30,140,600,635.33,0.14,0.4,0.1349,Active,0.86,0.989235467017216
L,2784,30,50,700,704.08,0.02,0.6,0.0735,Active,0.47,0.479494629812575
L,2785,30,120,6800,7137.57,0.18,0.3,0.139,Active,0.97,1.16130084222816
L,2786,30,100,9600,10022.93,0.13,0.6,0.1586,Active,0.5,0.569414191662311
L,2787,30,180,7200,7476.86,0.01,0.4,0.0646,Active,0.04,0.0404020066833667
L,2788,30,180,6700,7254.35,0.18,0.3,0.139,Active,0.29,0.347193035305325
L,2789,30,150,8900,9347.12,0.09,0.4,0.1055,Active,0.49,0.536145399015553
L,2790,30,90,6200,6300.38,0.03,0.2,0.068,Active,0.72,0.741927264446532
L,2791,30,50,2300,2337.38,0.16,0.7,0.2048,Active,0.07,0.0821457609694267
L,2792,30,100,8100,8256.15,0.02,0.4,0.0694,Active,0.61,0.622322817416321
L,2793,30,60,2700,2730.44,0.05,0.6,0.0947,Active,0.86,0.904093142883381
L,2794,30,70,8300,8431.75,0.1,0.3,0.1,Active,0.15,0.165775637711347
L,2795,30,150,2700,2846.31,0.13,0.3,0.1138,Active,0.73,0.831344719826974
L,2796,30,80,6400,6504.89,0.08,0.2,0.0826,Active,0.38,0.411649085716484
L,2797,30,80,9900,10033.57,0.03,0.2,0.068,Active,0.42,0.432790904260477
L,2798,30,170,2700,2883.3,0.1,0.5,0.1222,Active,0.12,0.132620510169078
L,2799,30,110,3800,4001.1,0.16,0.5,0.1667,Active,0.97,1.13830554486206
L,2800,30,150,600,622.8,0.11,0.1,0.0798,Active,0.57,0.636278500161557
L,2801,30,80,5400,5521.93,0.13,0.3,0.1138,Active,0.61,0.694685313828019
L,2802,30,180,9200,9559.79,0.01,0.5,0.0657,Active,0.94,0.949447157059118
L,2803,30,140,3100,3243.3,0.15,0.2,0.1059,Active,0.18,0.209130163691091
L,2804,30,120,9500,9803.66,0.05,0.5,0.0895,Active,0.41,0.43102114951417
L,2805,30,170,6300,6777.4,0.12,0.5,0.1364,Active,0.29,0.326974086958019
L,2806,30,130,2700,2930.14,0.19,0.6,0.2148,Active,0.15,0.181387439648588
L,2807,30,180,8800,9282.43,0.11,0.2,0.0921,Active,0.74,0.826045772139565
L,2808,30,180,7000,7331.67,0.07,0.2,0.0796,Active,0.41,0.439728354314229
L,2809,30,150,5700,6040.1,0.09,0.6,0.1253,Active,0.98,1.07229079803111
L,2810,30,70,6700,6917.91,0.18,0.6,0.2049,Active,0.75,0.897913022341358
L,2811,30,140,4300,4631.29,0.15,0.6,0.1765,Active,0.52,0.604153806218707
L,2812,30,140,5900,6089.81,0.05,0.2,0.0737,Active,0.21,0.220766930238965
L,2813,30,180,400,429.83,0.09,0.6,0.1253,Active,0.51,0.558028884689657
L,2814,30,130,5800,6183.67,0.1,0.9,0.1667,Active,0.65,0.718361096749171
L,2815,30,140,2900,3040.64,0.1,0.4,0.1111,Active,0.61,0.674154260026145
L,2816,30,70,7900,8061.26,0.16,0.3,0.1286,Active,0.41,0.481139457106642
L,2817,30,160,9200,9654.2,0.06,0.5,0.0957,Active,0.1,0.106183654654536
L,2818,30,60,5300,5381.14,0.16,0.3,0.1286,Active,0.06,0.0704106522595086
L,2819,30,110,200,206.08,0.06,0.5,0.0957,Active,0.91,0.966271257356277
L,2820,30,160,7500,7904.32,0.11,0.3,0.1045,Active,0.81,0.904185237071686
L,2821,30,110,8900,9263.35,0.16,0.3,0.1286,Active,0.54,0.633695870335578
L,2822,31,141,9000,9785.71,0.2,0.5,0.2,Active,0.8,0.977122206528136
L,2823,31,81,5400,5478.96,0.05,0.2,0.0737,Active,0.47,0.494097415296731
L,2824,31,61,1800,1815.79,0.05,0.2,0.0737,Active,0.91,0.956656697702182
L,2825,31,161,9000,9290.64,0.01,0.2,0.0626,Active,0.65,0.656532608604709
L,2826,31,71,3200,3233.37,0.01,0.5,0.0657,Active,0.89,0.89894464870491
L,2827,31,141,9300,10042.49,0.18,0.5,0.1829,Active,0.52,0.622553028823341
L,2828,31,121,1000,1071.43,0.2,0.5,0.2,Active,0.58,0.708413599732898
L,2829,31,101,3900,4111.47,0.17,0.6,0.1952,Active,0.08,0.0948243881056292
L,2830,31,161,6600,6857.06,0.02,0.7,0.0755,Active,0.58,0.591716777215518
L,2831,31,161,7200,7634.94,0.18,0.2,0.1171,Active,0.22,0.263387819886798
L,2832,31,101,4200,4285.98,0.05,0.2,0.0737,Active,0.67,0.704351634571936
L,2833,31,111,3000,3137.52,0.1,0.7,0.1444,Active,0.86,0.950446989545057
L,2834,31,141,5800,5965.32,0.02,0.2,0.0653,Active,0.82,0.83656509882194
L,2835,31,101,7500,7886.88,0.16,0.6,0.1857,Active,0.16,0.18776173935869
L,2836,31,131,2400,2585.9,0.17,0.6,0.1952,Active,0.2,0.237060970264073
L,2837,31,71,2800,2854.89,0.15,0.3,0.1235,Active,0.51,0.592535463791424
L,2838,31,71,1800,1835.63,0.07,0.8,0.1247,Active,0.9,0.965257363128795
L,2839,31,51,2900,2916.43,0.02,0.5,0.0714,Active,0.8,0.816161072021405
L,2840,31,161,9500,9912.65,0.05,0.4,0.0842,Active,0.14,0.147177953492643
L,2841,31,91,600,609.09,0.01,0.3,0.0636,Active,0.77,0.777738628654809
L,2842,31,141,800,836.84,0.09,0.4,0.1055,Active,0.46,0.503320170504397
L,2843,31,181,800,835,0.02,0.6,0.0735,Active,0.25,0.255050335006689
L,2844,31,131,3700,3936.39,0.18,0.4,0.161,Active,0.38,0.454942597986288
L,2845,31,141,3800,3950.12,0.16,0.1,0.0905,Active,0.46,0.539815000656233
L,2846,31,51,500,504.8,0.19,0.2,0.121,Active,0.19,0.229757423554878
L,2847,31,111,9600,9956.88,0.18,0.2,0.1171,Active,0.61,0.730302591504304
L,2848,31,61,3900,3973.73,0.15,0.5,0.1588,Active,0.79,0.917849051755344
L,2849,31,101,7000,7160.61,0.08,0.2,0.0826,Active,0.53,0.574142145867728
L,2850,31,81,8200,8625.78,0.19,0.8,0.2617,Active,0.85,1.02786215800866
L,2851,31,91,1900,1956.55,0.2,0.2,0.125,Active,0.99,1.20918873057857
L,2852,31,91,3900,4016.35,0.09,0.6,0.1253,Active,0.55,0.601795856037866
L,2853,31,141,7700,8500.95,0.19,0.7,0.2383,Active,0.25,0.302312399414313
L,2854,31,61,700,710.18,0.1,0.5,0.1222,Active,0.02,0.022103418361513
L,2855,31,151,6600,7123.91,0.16,0.5,0.1667,Active,0.24,0.281642609038034
L,2856,31,141,8900,9222.45,0.06,0.3,0.083,Active,1,1.06183654654536
L,2857,31,141,4500,4723.54,0.13,0.3,0.1138,Active,0.91,1.03633382882541
L,2858,31,151,600,629.2,0.07,0.5,0.1022,Active,0.04,0.0429003272501687
L,2859,31,101,8700,8946.98,0.07,0.5,0.1022,Active,0.68,0.729305563252867
L,2860,31,101,4400,4644.44,0.2,0.5,0.2,Active,0.95,1.16033262025216
L,2861,31,151,6800,7057.75,0.07,0.2,0.0796,Active,0.54,0.579154417877277
L,2862,31,71,1200,1225.98,0.12,0.5,0.1364,Active,0.55,0.620123268368657
L,2863,31,161,3000,3270.83,0.2,0.4,0.175,Active,0.4,0.488561103264068
L,2864,31,141,8800,9313.58,0.17,0.3,0.1337,Active,0.88,1.04306826916192
L,2865,31,141,1600,1662.44,0.06,0.4,0.0894,Active,0.02,0.0212367309309072
L,2952,32,72,8200,8425.96,0.13,0.7,0.1736,Active,0.82,0.93383927432619
L,2953,32,72,2800,2911.11,0.2,0.7,0.25,Active,0.77,0.940480123783331
L,2954,32,112,2100,2150,0.04,0.3,0.075,Active,0.47,0.489181063870422
L,2955,32,122,2100,2231.25,0.2,0.4,0.175,Active,1,1.22140275816017
L,2956,32,72,5000,5102.54,0.11,0.5,0.1292,Active,0.46,0.513487912411081
L,2957,32,92,300,307.06,0.13,0.2,0.0989,Active,0.87,0.990780693492421
L,2958,32,112,8900,9511.13,0.14,0.9,0.2163,Active,0.32,0.368087615634313
L,2959,32,162,6000,6336.45,0.08,0.5,0.1087,Active,0.19,0.205824542858242
L,2960,32,122,5700,5993.96,0.19,0.3,0.1444,Active,0.71,0.858567214336649
L,2961,32,62,4700,4746.44,0.06,0.3,0.083,Active,0.68,0.722048851650845
L,2962,32,112,1700,1794.28,0.17,0.5,0.1747,Active,0.09,0.106677436618833
L,2963,32,172,3400,3588.89,0.08,0.4,0.1,Active,0.72,0.77996668872597
L,2964,32,182,6200,6730.32,0.13,0.5,0.1437,Active,0.33,0.375813366497125
L,2965,32,52,3000,3051.14,0.19,0.6,0.2148,Active,0.36,0.435329855156611
L,2966,32,82,9300,9565.16,0.13,0.5,0.1437,Active,0.67,0.763015016827497
L,2967,32,132,8900,9468.61,0.18,0.4,0.161,Active,0.46,0.550719987036033
L,2968,32,132,2000,2171.19,0.17,0.7,0.2157,Active,0.3,0.35559145539611
L,2969,32,82,3900,4019.86,0.09,0.9,0.1549,Active,0.01,0.0109417428370521
L,2970,32,62,1800,1819.65,0.04,0.7,0.0917,Active,0.63,0.655710787741205
L,2971,32,62,8300,8394.46,0.09,0.3,0.0956,Active,0.16,0.175067885392834
L,2972,32,172,6000,6341,0.14,0.2,0.1023,Active,0.4,0.460109519542891
L,2973,32,152,6100,6488.37,0.17,0.3,0.1337,Active,0.12,0.142236582158444
L,2974,32,102,3900,4145.7,0.18,0.7,0.2268,Active,0.49,0.586636507929687
L,2975,32,92,600,622.69,0.15,0.5,0.1588,Active,0.14,0.16265679398196
L,2976,32,152,8800,9079.5,0.01,0.6,0.0667,Active,0.27,0.272713545112725
L,2977,32,162,8800,9332.96,0.08,0.6,0.1174,Active,0.69,0.747468076695721
L,2978,32,112,3800,3970.82,0.11,0.6,0.1416,Active,0.45,0.502325131706492
L,2979,32,172,1500,1645.83,0.2,0.4,0.175,Active,0.3,0.366420827448051
L,2980,32,142,1800,1924.77,0.15,0.5,0.1588,Active,0.22,0.255603533400222
L,2981,32,162,3100,3201.71,0.01,0.3,0.0636,Active,0.45,0.454522575187876
L,2982,32,72,2800,2835.73,0.03,0.6,0.0804,Active,0.86,0.886190899200025
L,2983,32,132,7200,7675.14,0.11,0.8,0.1663,Active,0.41,0.457674008888137
L,2984,32,52,1700,1716.66,0.15,0.3,0.1235,Active,0.47,0.546062094082293
L,2985,32,52,4500,4548.18,0.14,0.4,0.1349,Active,0.24,0.276065711725735
L,2986,32,162,4100,4302.2,0.09,0.3,0.0956,Active,0.82,0.897222912638272
L,2987,32,82,1400,1420.83,0.04,0.3,0.075,Active,0.61,0.634894572257357
L,2988,32,62,4300,4381.29,0.15,0.5,0.1588,Active,0.31,0.360168615245768
L,2989,32,62,5900,5960.83,0.03,0.8,0.0866,Active,0.47,0.484313630958153
L,2990,32,142,2400,2534.83,0.13,0.4,0.1287,Active,0.5,0.569414191662311
L,2991,32,152,2600,2691.25,0.05,0.2,0.0737,Active,0.06,0.0630762657825614
L,2992,32,142,8200,8915.87,0.2,0.5,0.2,Active,0.45,0.549631241172076
L,2993,32,132,900,950.57,0.11,0.6,0.1416,Active,0.66,0.736743526502855
L,2994,32,52,3400,3421.7,0.03,0.6,0.0804,Active,0.07,0.0721318173767462
L,2995,32,132,4400,4555.22,0.1,0.2,0.0889,Active,0.06,0.0663102550845389
L,2996,32,102,7900,8268.45,0.19,0.4,0.1679,Active,0.05,0.0604624798828626
L,2997,32,112,3600,3687.54,0.06,0.2,0.0766,Active,0.92,0.976889622821731
L,2998,32,62,800,815.1,0.13,0.6,0.1586,Active,0.9,1.02494554499216
L,2999,32,92,3600,3723.77,0.19,0.3,0.1444,Active,0.31,0.374867375273748
L,3000,32,122,7900,8169.73,0.09,0.3,0.0956,Active,0.56,0.612737598874918
L,3001,32,102,1100,1156.74,0.16,0.6,0.1857,Active,0.99,1.16177576228189
L,3002,32,72,7900,7992.42,0.05,0.2,0.0737,Active,0.93,0.977682119629703
L,3003,32,82,8500,8795.14,0.2,0.4,0.175,Active,0.42,0.512989158427271
L,3004,32,92,4200,4395.2,0.17,0.6,0.1952,Active,0.34,0.403003649448924
L,3005,32,112,7600,7815.7,0.06,0.4,0.0894,Active,0.92,0.976889622821731
L,3006,32,172,8400,8983.33,0.2,0.2,0.125,Active,0.39,0.476347075682466
L,3007,32,62,4900,4986.1,0.16,0.4,0.1476,Active,0.08,0.0938808696793448
L,3008,32,162,9700,10248.94,0.07,0.6,0.1097,Active,0.65,0.697130317815241
L,3009,32,142,8600,9112.04,0.12,0.5,0.1364,Active,0.97,1.09367194603199
L,3010,32,62,3700,3746.65,0.15,0.2,0.1059,Active,0.01,0.0116183424272828
L,3011,32,62,1700,1716.86,0.04,0.5,0.0833,Active,0.99,1.03040266645046
L,3012,32,172,4400,4954.4,0.18,0.7,0.2268,Active,0.15,0.179582604468272
L,3013,32,162,1100,1145.17,0.07,0.2,0.0796,Active,0.23,0.24667688168847
L,3103,33,133,9100,9468.69,0.06,0.6,0.1021,Active,0.77,0.817614140839927
L,3104,33,83,8500,8738.81,0.11,0.6,0.1416,Active,0.26,0.290232298319307
L,3105,33,53,4700,4724.1,0.01,0.4,0.0646,Active,0.73,0.737336621971443
L,3106,33,163,8900,10047.82,0.2,0.7,0.25,Active,0.3,0.366420827448051
L,3107,33,83,9000,9230.71,0.11,0.5,0.1292,Active,0.37,0.413022886069782
L,3108,33,73,2100,2146.33,0.18,0.3,0.139,Active,0.01,0.0119721736312181
L,3109,33,163,700,763.09,0.17,0.5,0.1747,Active,0.15,0.177795727698055
L,3110,33,163,900,935.89,0.03,0.5,0.0773,Active,0.12,0.123654544074422
L,3111,33,143,8200,8453.42,0.04,0.2,0.0708,Active,0.6,0.624486464515433
L,3112,33,103,600,626.83,0.18,0.4,0.161,Active,0.41,0.490859118879942
L,3113,33,93,1500,1551.57,0.1,0.7,0.1444,Active,0.23,0.254189311157399
L,3114,33,93,7800,8001.87,0.08,0.5,0.1087,Active,0.18,0.194991672181493
L,3115,33,143,7900,8379.33,0.18,0.3,0.139,Active,0.01,0.0119721736312181
L,3116,33,53,7100,7157.65,0.14,0.2,0.1023,Active,0.32,0.368087615634313
L,3117,33,73,8400,8673.2,0.18,0.6,0.2049,Active,0.56,0.670441723348214
L,3118,33,63,2800,2829.17,0.04,0.6,0.0875,Active,0.24,0.249794585806173
L,3119,33,73,7300,7405.79,0.08,0.3,0.0913,Active,0.47,0.50914492180723
L,3120,33,93,4500,4591.82,0.09,0.2,0.0857,Active,0.8,0.875339426964168
L,3121,33,123,3100,3190.56,0.12,0.1,0.0818,Active,0.54,0.608848299852863
L,3122,33,73,9300,9393.89,0.01,0.3,0.0636,Active,0.36,0.3636180601503
L,3123,33,53,2900,2923.02,0.08,0.4,0.1,Active,0.83,0.899128266170216
L,3124,33,83,7900,8015.52,0.05,0.2,0.0737,Active,0.35,0.367944883731608
L,3125,33,63,8100,8239.24,0.19,0.3,0.1444,Active,0.23,0.278127407461168
L,3126,33,133,1900,1951.04,0.01,0.7,0.0677,Active,0.78,0.787839130325651
L,3127,33,143,6400,6632.71,0.04,0.5,0.0833,Active,0.57,0.593262141289661
L,3128,33,133,1900,1955.94,0.03,0.4,0.0742,Active,0.4,0.412181813581407
L,3129,33,123,3100,3311.91,0.19,0.5,0.1914,Active,0.11,0.133017455742298
L,3130,33,143,7900,8208.63,0.05,0.5,0.0895,Active,0.94,0.988194830593463
L,3131,33,73,4800,4886.32,0.17,0.2,0.1133,Active,0.38,0.450415843501739
L,3132,33,83,10000,10177.38,0.06,0.4,0.0894,Active,0.57,0.605246831530855
L,3133,33,53,3700,3751.3,0.17,0.5,0.1747,Active,0.23,0.272620115803684
L,3134,33,53,6000,6043.86,0.11,0.2,0.0921,Active,0.91,1.01581304411757
L,3135,33,103,1300,1357.34,0.15,0.5,0.1588,Active,0.75,0.871375682046212
L,3136,33,53,2900,2924.28,0.09,0.4,0.1055,Active,0.26,0.284485313763355
L,3137,33,83,8500,8608.95,0.01,0.4,0.0646,Active,0.87,0.878743645363226
L,3138,33,73,5900,5966.59,0.03,0.3,0.0711,Active,0.21,0.216395452130239
L,3139,33,123,800,828.57,0.08,0.4,0.1,Active,0.64,0.693303723311974
L,3140,33,143,3100,3291.61,0.11,0.6,0.1416,Active,0.39,0.43534844747896
L,3141,33,113,3800,3875.52,0.01,0.2,0.0626,Active,0.95,0.95954765872996
L,3142,33,163,5700,6108.73,0.18,0.3,0.139,Active,0.44,0.526775639773596
L,3143,33,153,4000,4134.86,0.04,0.2,0.0708,Active,0.97,1.00958645096662
L,3144,33,73,2300,2324.72,0.01,0.7,0.0677,Active,0.89,0.89894464870491
L,3145,33,173,5800,6247.89,0.18,0.3,0.139,Active,0.72,0.861996501447703
L,3146,33,153,3100,3210.71,0.04,0.3,0.075,Active,0.52,0.541221602580042
L,3147,33,133,4400,4574.6,0.05,0.7,0.1,Active,0.27,0.283843196021527
L,3148,33,153,700,725.77,0.03,0.5,0.0773,Active,0.43,0.443095449600012
L,3149,33,63,6700,6839.58,0.2,0.4,0.175,Active,0.94,1.14811859267056
L,3150,33,53,5000,5025.75,0.03,0.1,0.0649,Active,0.26,0.267918178827914
L,3151,33,163,6300,6707.23,0.09,0.6,0.1253,Active,0.42,0.459553199156188
L,3152,33,53,8000,8056.76,0.06,0.4,0.0894,Active,0.66,0.700812120719937
L,3153,33,113,5700,5971.43,0.2,0.3,0.15,Active,0.79,0.964908178946534
L,3154,33,73,8500,8588.64,0.01,0.5,0.0657,Active,0.18,0.18180903007515
L,3155,33,93,2600,2670.45,0.13,0.3,0.1138,Active,0.21,0.239153960498171
L,3156,33,93,3200,3259.12,0.02,0.8,0.0776,Active,0.27,0.275454361807224
L,3157,33,83,9300,9488.58,0.07,0.5,0.1022,Active,0.17,0.182326390813217
L,3158,33,163,3300,3583.79,0.16,0.5,0.1667,Active,0.56,0.657166087755414
L,3159,33,113,3400,3480.09,0.03,0.4,0.0742,Active,0.29,0.29883181484652
L,3160,33,143,5300,5506.83,0.06,0.4,0.0894,Active,0.34,0.361024425825422
L,3161,33,113,1000,1032.41,0.06,0.6,0.1021,Active,0.23,0.244222405705433
L,3162,33,83,900,922.05,0.15,0.3,0.1235,Active,0.7,0.813283969909798
L,3163,33,53,5600,5630.84,0.02,0.4,0.0694,Active,0.93,0.948787246224883
L,3164,33,153,3700,3857.51,0.06,0.4,0.0894,Active,0.79,0.838850871770834
L,3165,33,83,8800,9011.27,0.19,0.2,0.121,Active,0.9,1.08832463789153
L,3166,33,113,3400,3606.59,0.19,0.5,0.1914,Active,0.64,0.773919742500641
L,3167,33,153,2500,2598.81,0.06,0.3,0.083,Active,0.16,0.169893847447258
